m_1932,553450,70,93,0.61,1,46.55,35.93,6
m_1932,553470,65,92,0.39,1,46.55,35.93,6
m_1932,553540,57,89,0.74,0,46.56,35.93,6
m_1932,553610,53,90,0.81,1,46.56,35.93,10
m_1932,553760,57,91,0.59,1,46.56,35.94,7
m_1932,553780,62,92,0.53,1,46.56,35.94,7
m_1932,553790,60,92,0.65,1,46.56,35.94,7
m_1932,553980,48,91,1.39,0,46.57,35.94,5
m_1932,554020,52,92,1.01,0,46.57,35.94,5
m_1932,554030,50,92,1.82,0,46.57,35.94,5
m_1932,554050,48,91,1.3,0,46.57,35.94,6
m_1932,554120,46,89,1.16,0,46.57,35.95,7
m_1932,554130,46,89,1.33,0,46.57,35.95,7
m_1932,554340,38,86,2.95,0,46.58,35.95,6
m_1932,554610,59,85,3.53,1,46.59,35.96,12
m_1932,554620,59,85,1.16,1,46.59,35.96,12
m_1932,554650,67,87,,,46.59,35.96,5
m_1932,554690,58,86,0.72,0,46.59,35.96,5
m_1932,554880,53,90,1.06,1,46.6,35.97,9
m_1932,555050,47,88,1.17,1,46.6,35.97,7
m_1932,555130,54,87,1.16,1,46.61,35.97,7
m_1932,555350,58,87,0.71,1,46.61,35.98,5
m_1932,555380,59,87,0.59,1,46.61,35.98,10
m_1932,555410,66,89,0.6,1,46.61,35.98,10
m_1932,555430,65,90,0.59,1,46.61,35.98,9
m_1932,555440,62,90,0.58,1,46.61,35.98,9
m_1932,555540,44,88,1.51,1,46.62,35.98,9
m_1932,555560,43,88,1.63,1,46.62,35.98,9
m_1932,555580,44,88,1.71,1,46.62,35.98,9
m_1932,555650,49,89,5.06,1,46.62,35.98,4
m_1932,555730,48,88,7.03,1,46.62,35.98,7
m_1932,555770,58,88,3.56,1,46.62,35.99,7
m_1932,555830,56,88,1.11,1,46.62,35.99,7
m_1932,555870,48,89,3.67,1,46.62,35.99,10
m_1932,556110,41,88,2.64,1,46.63,35.99,7
m_1932,556270,34,86,3.32,1,46.63,35.99,4
m_1932,556410,49,90,2.45,0,46.63,36,6
m_1932,556500,43,87,2.11,1,46.64,36,6
m_1932,556530,43,88,2.67,0,46.64,36,6
m_1932,556600,38,89,2.68,0,46.64,36,6
m_1932,556760,33,87,3.23,1,46.64,36,4
m_1932,556800,38,88,4.25,1,46.64,36,4
m_1932,556890,39,89,,,46.64,36,5
m_1932,557030,37,89,2.65,1,46.65,36.01,4
m_1932,557100,33,89,3.81,1,46.65,36.01,6
m_1932,557150,36,90,3.39,1,46.65,36.01,6
m_1932,557180,37,89,4.1,1,46.65,36.01,6
m_1932,557210,52,92,4.29,0,46.65,36.01,6
m_1932,557250,48,92,1.39,0,46.65,36.01,9
m_1932,557260,42,91,1.86,1,46.65,36.01,9
m_1932,557300,39,89,3.26,1,46.65,36.01,12
m_1932,557370,49,89,1.41,1,46.65,36.01,7
m_1932,557560,34,89,4.49,1,46.66,36.02,6
m_1932,557640,38,91,4.27,1,46.66,36.02,3
m_1932,557650,41,91,2,1,46.66,36.02,3
m_1932,557660,38,91,2.55,1,46.66,36.02,3
m_1932,557690,36,90,3.04,1,46.66,36.02,3
m_1932,557780,44,92,1.76,1,46.66,36.02,3
m_1932,557850,43,93,1.58,1,46.66,36.02,4
m_1932,557980,44,89,1.09,1,46.67,36.03,9
m_1932,558030,40,90,2.02,1,46.67,36.03,10
m_1932,558080,43,91,1.6,1,46.67,36.03,8
m_1932,558170,45,92,,,46.67,36.03,6
m_1932,558180,50,93,1.09,1,46.67,36.03,5
m_1932,558270,52,94,0.52,1,46.67,36.03,7
m_1932,558320,63,95,0.44,1,46.68,36.03,7
m_1932,558350,55,94,0.5,1,46.68,36.03,7
m_1932,558450,52,91,0.57,1,46.68,36.04,8
m_1932,558510,50,91,0.54,1,46.68,36.04,9
m_1932,558670,45,90,1.53,1,46.68,36.04,4
m_1932,558830,54,91,0.67,1,46.69,36.04,5
m_1932,559020,49,92,1.32,0,46.69,36.05,8
m_1932,559070,44,91,,,46.69,36.05,8
m_1932,559090,44,91,1.7,1,46.7,36.05,9
m_1932,559170,59,92,0.52,1,46.7,36.05,11
m_1932,559190,58,92,0.55,1,46.7,36.05,11
m_1932,559200,57,93,0.54,1,46.7,36.05,11
m_1932,559390,53,94,0.86,1,46.7,36.06,15
m_1932,559400,53,94,0.88,1,46.71,36.06,15
m_1932,559550,56,93,0.54,1,46.71,36.06,9
m_1932,559610,54,94,0.6,1,46.71,36.06,11
m_1932,559670,53,95,0.78,1,46.71,36.06,10
m_1932,559800,54,97,0.54,1,46.71,36.07,8
m_1932,559870,63,96,0.56,1,46.72,36.07,13
m_1932,559960,55,93,1.05,1,46.72,36.07,15
m_1932,560000,54,93,0.75,1,46.72,36.07,16
m_1932,560010,51,92,0.84,1,46.72,36.07,16
m_1932,560110,57,94,0.99,1,46.72,36.07,12
m_1932,560170,48,92,0.91,1,46.72,36.07,13
m_1932,560180,50,93,0.73,1,46.72,36.07,13
m_1932,560200,51,92,,,46.72,36.07,13
m_1932,560300,58,93,0.55,1,46.73,36.08,7
m_1932,560310,56,93,0.63,1,46.73,36.08,7
m_1932,560350,56,93,0.65,1,46.73,36.08,5
m_1932,560390,53,92,0.75,1,46.73,36.08,5
m_1932,560430,64,93,1.87,1,46.73,36.08,12
m_1932,560450,60,93,2.56,1,46.73,36.08,12
m_1932,560640,53,97,0.79,1,46.74,36.09,8
m_1932,561100,41,86,1.8,1,46.75,36.1,6
m_1932,561130,40,86,2.16,1,46.75,36.1,10
m_1932,561140,39,86,1.99,1,46.75,36.1,10
m_1932,561190,53,86,0.89,1,46.75,36.1,14
m_1932,561260,40,85,1.99,1,46.76,36.1,21
m_1932,561280,47,88,1.18,1,46.76,36.1,21
m_1932,561370,45,89,1.44,1,46.76,36.11,10
m_1932,561430,45,87,1.78,1,46.76,36.11,13
m_1932,561470,41,86,2.32,1,46.76,36.11,13
m_1932,561560,42,85,1.95,1,46.76,36.11,3
m_1932,561780,48,88,4.17,1,46.77,36.12,3
m_1932,561800,41,88,2.02,1,46.77,36.12,3
m_1932,561900,58,90,0.6,1,46.77,36.12,10
m_1932,561930,48,88,1.29,1,46.77,36.12,10
m_1932,562020,46,88,1.32,1,46.77,36.12,7
m_1932,562110,51,90,0.98,1,46.78,36.12,5
m_1932,562120,47,90,1.2,1,46.78,36.12,5
m_1932,562170,48,92,1.16,1,46.78,36.12,4
m_1932,562290,43,94,1.43,0,46.78,36.13,8
m_1932,562360,43,94,1.22,1,46.78,36.13,5
m_1932,562410,52,95,0.78,1,46.78,36.13,3
m_1932,562420,58,94,0.46,1,46.78,36.13,3
m_1932,562450,59,93,0.76,1,46.78,36.13,4
m_1932,562500,65,94,0.41,1,46.79,36.13,6
m_1932,562520,54,92,0.48,1,46.79,36.13,6
m_1932,562740,42,89,1.21,1,46.79,36.14,4
m_1932,562760,42,89,1.19,1,46.79,36.14,4
m_1932,562780,35,89,1.81,1,46.79,36.14,4
m_1932,562800,39,89,1.6,1,46.79,36.14,4
m_1932,562840,31,89,2.65,1,46.79,36.14,4
m_1932,562860,37,89,1.33,1,46.79,36.14,5
m_1932,562870,39,89,1.59,1,46.79,36.14,5
m_1932,563400,35,90,6.74,1,46.8,36.15,3
m_1932,563410,33,89,5,1,46.8,36.15,3
m_1932,563550,36,90,,,46.81,36.15,2
m_1932,563630,33,90,2.3,1,46.81,36.15,3
m_1932,563650,34,89,2.75,1,46.81,36.15,8
m_1932,563760,34,90,3.03,0,46.81,36.16,2
m_1932,563960,48,92,1.18,1,46.81,36.16,4
m_1932,564080,35,92,1.6,1,46.82,36.16,5
m_1932,564310,44,93,1.56,0,46.82,36.16,3
m_1932,564330,40,93,1.33,1,46.82,36.16,3
m_1932,564360,35,92,1.71,1,46.82,36.17,3
m_1932,564410,38,90,1.55,1,46.82,36.17,3
m_1932,564580,31,89,2.74,1,46.83,36.17,4
m_1932,564640,33,90,1.74,1,46.83,36.17,3
